3.8494556,2.779428,2.560045,2.5405333,2.387598,2.2274733,2.1127846,2.015645,1.8726225,1.7135955,1.5469713,1.466135,1.4196422,0.9798632,0.8705858,0.63751084,0.54143316,0.4174879,0.4226689,0.48595408,0.39727324,0.20928457,0.16940285,0.098533854,0.074816845,0.056989744,0.030351484,0.032415897,0.027635641,0.020274153,0.3855491,0.42546812,0.19656545,0.09535767,0.05021242,0.027983679,0.02898365,0.024495244,0.018993136,0.014826525,0.012543557,0.011770507,0.010896982,0.00962239,0.00860511,0.007430935,0.0070917048,0.0064529325,0.005844004,0.006111605
0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490
